Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
CHEVROLET S10 2.5 LT 4X2 CD 16V FLEX 4P MANUAL;CHEVROLET;S10;2.5 LT 4X2 CD 16V FLEX 4P MANUAL;2015;2015.0;106000.0;Manual;4;Picape;Branco;94990.0;Florianópolis;JB CARROS;Aceita troca, Licenciado; Mais opcionais: Apoio de Braço, Completo, Calhas de Chuva, Faróis de Milha, Parachoque na Cor do Veículo, Espelhos Elétricos, Som, Som Original, Tração 4x2, Rádio, Piloto Automático. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64468051
PORSCHE 911 4.0 24V H6 GASOLINA GT3 MANUAL;PORSCHE;911;4.0 24V H6 GASOLINA GT3 MANUAL;2021;2022.0;800.0;Manual;2;Cupê;Verde;1950000.0;Florianópolis;Nord Sportwagen;Aceita troca, Único dono, IPVA pago;Câmbio manual de 6 marchas| Phyton Green| Interior em Couro e Alcantara preto| Costuras em verde| Couro estendido com colunas e teto em alcantara| Tacômetro em branco| Banco Sport Plus 18 vias com aquecimento| Acabamentos internos em fibra de carbono| Sport Chrono em branco| Teto em fibra de carbono| Freios de carbono-cerâmica| PASM com ajuste de rigidez da suspensão| Eixo traseiro esterçante| Sensor de estacionamento traseiro com câmera de ré| Lift System| PPF Frontal e cantos de porta;https://www.webmotors.com.br/comprar/63953471
JEEP COMPASS 2.0 16V DIESEL S 4X4 AUTOMÁTICO;JEEP;COMPASS;2.0 16V DIESEL S 4X4 AUTOMÁTICO;2020;2020.0;129000.0;Automática;4;Utilitário esportivo;Marrom;128900.0;Florianópolis;Goedert flash automoveis;Aceita troca, Único dono, Todas as revisões feitas pela concessionária;O Jeep Compass Limited S 2.0 Diesel 2020 é um SUV robusto e confortável, equipado com motor 2.0 turbo diesel e câmbio automático, com tração 4×4, ideal para estrada e uso diário com desempenho equilibrado. Seu porta-malas possui  com 410 litros de capacidade, oferecendo bom espaço para bagagens e uso familiar. Destaque também para acabamento e itens de série que valorizam conforto e tecnologia!;https://www.webmotors.com.br/comprar/64662435
RENAULT MEGANE 1.6 DYNAMIQUE GRAND TOUR 16V FLEX 4P MANUAL;RENAULT;MEGANE;1.6 DYNAMIQUE GRAND TOUR 16V FLEX 4P MANUAL;2012;2013.0;171588.0;Manual;4;Perua/SW;Cinza;38888.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Airbag Duplo, Apoio de Braço, Ar Condicionado Digital, Controle Som no Volante, Faróis de neblina, MP3 Player, Parachoque na Cor do Veículo, Sistema start-stop, Sistema keyless, Vidros Elétricos Dianteiro, Vidros Elétricos Traseiro, Câmera de Ré. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64469893
BMW 530e 2.0 16V TWINPOWER HÍBRIDO M SPORT AUTOMÁTICO;BMW;530e;2.0 16V TWINPOWER HÍBRIDO M SPORT AUTOMÁTICO;2021;2021.0;62858.0;Automática;4;Sedã;Preto;249900.0;Florianópolis;HT IMPORTS;Aceita troca, Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária, IPVA pago;-Revisada na concessionária  -IPVA pago -Pneus Yokohama ;https://www.webmotors.com.br/comprar/60504334
BMW X6 4.4 50I 4X4 COUPÉ 8 CILINDROS 32V BI-TURBO GASOLINA 4P AUTOMÁTICO;BMW;X6;4.4 50I 4X4 COUPÉ 8 CILINDROS 32V BI-TURBO GASOLINA 4P AUTOMÁTICO;2014;2015.0;95821.0;Automática;4;Utilitário esportivo;Preto;189000.0;Florianópolis;SORAYA MULTIMARCAS;Aceita troca;Valor anunciado à vista, na troca consultar um de nossos vendedores. Mais opcionais: Completo, Direção Elétrica. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63596103
SUBARU XV 2.0 16V GASOLINA S AWD LINEARTRONIC;SUBARU;XV;2.0 16V GASOLINA S AWD LINEARTRONIC;2018;2018.0;132000.0;Automática;4;Utilitário esportivo;Cinza;104990.0;Florianópolis;JB CARROS;Aceita troca, Licenciado;Subaru XV 2.0 4x4 Automático 2018 – Design, Conforto e Performance com DNA Off-Road! Na JB Carros, você encontra veículos com procedência, revisados e com garantia, sempre com o melhor atendimento de uma loja 5 estrelas no Google! O Subaru XV é o crossover perfeito para quem deseja um carro com estilo esportivo, desempenho confiável, tração integral (AWD) e acabamento premium. Um carro para quem busca exclusividade, segurança e vers... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/61541201
CHEVROLET TRACKER 1.0 TURBO FLEX LTZ AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LTZ AUTOMÁTICO;2024;2025.0;11251.0;Automática;4;Utilitário esportivo;Preto;127990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Comando de Som no Volante, Entrada USB, Direção Elétrica, Kit Multimídia, Luz Diurna, Apple CarPlay, Controle de Estabilidade, Sensor Crepuscular, Assistente de Partida em Aclive, MyLink, Piloto Automático, Volante Multifuncional, Alerta de ponto cego, Partida sem chave, 6 Airbags, Isofix, Chave com sensor aproximação, Regulagem altura dos faróis, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64057956
HONDA HR-V 1.8 16V FLEX LX 4P AUTOMÁTICO;HONDA;HR-V;1.8 16V FLEX LX 4P AUTOMÁTICO;2020;2020.0;51230.0;Automática;4;Utilitário esportivo;Cinza;109890.0;Florianópolis;SHOW PRIME;Aceita troca, Único dono, IPVA pago; - ;https://www.webmotors.com.br/comprar/63627281
CHEVROLET EQUINOX 2.0 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;CHEVROLET;EQUINOX;2.0 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;2018;2019.0;81900.0;Automática;4;Utilitário esportivo;Vinho;125900.0;Florianópolis;IMPERIAL AUTOMOVEIS;Aceita troca, Todas as revisões feitas pela agenda do carro, IPVA pago, Licenciado;Equinox 2.0 Premier: Completo custo beneficio, IPVA 2025 Pago. Chame um de nossos consultoresagora faça sua simulação e agende seu teste drive (48)999447900 Ou (48)30947900. Estamos localizado na Av Josue Di Bernardi N 798 _ Campinas São Jose SC. Aberta de segunda a sexta feira das 8:00 ás 19:00 e sábado das 8:00 ás 14:00 HS. A loja conta uma equipe qualificada com mais de 23 anos de mercado. Mais opcionais: Airbag Duplo, Airbag Lat... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63415094
NISSAN KICKS 1.6 16V FLEXSTART ADVANCE XTRONIC;NISSAN;KICKS;1.6 16V FLEXSTART ADVANCE XTRONIC;2024;2024.0;7032.0;Automática;4;Utilitário esportivo;Cinza;121990.0;Florianópolis;AUTO DELAS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária;"Kicks Advance 2024 é um SUV compacto bem equilibrado, equipado com motor 1.6 Flex de 114 cv e câmbio automático CVT, oferecendo condução suave, respostas lineares e excelente economia de combustível para uso urbano e rodoviário.    O interior oferece bom espaço para cinco ocupantes, com central multimídia, volante multifuncional, ar-condicionado, direção elétrica e acabamento moderno. O porta-malas tem cerca de 432 litros, garantindo boa capacidade para viagens e uso diário.    No visual, o modelo traz design marcante, carroceria compacta e rodas de liga leve, mantendo a identidade robusta da linha. Em segurança, conta com controles de tração e estabilidade, assistente de partida em rampa, múltiplos airbags e bom comportamento dinâmico.    Um SUV prático, confortável e econômico, ideal para quem busca um veículo confiável e bem-equipado para a rotina.    Mais informações: 48 99939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, transparência com a melhor negociação!    Estamos localizados na Av. Marinheiro Max Schramm, 3805.  Jardim Atlântico - Florianópolis/SC    www.autodelas.com.br";https://www.webmotors.com.br/comprar/63946956
BMW X3 2.0 16V GASOLINA X LINE XDRIVE30I STEPTRONIC;BMW;X3;2.0 16V GASOLINA X LINE XDRIVE30I STEPTRONIC;2018;2018.0;92000.0;Automática;4;Utilitário esportivo;Branco;184900.0;Florianópolis;GIACOMOTORS;Aceita troca; X3 XDRIVE 30i X-Line 2.0 Turbo Aut 2018 /2018, Bancos em couro com ajustes elétricos, Kit multimidia, tração integral, Teto Solar e panoramico, Rodas de liga leve aro 20, Ar-condicionado digital, Volante multifuncional com paddle shifters, Cambio automatico de 8 velociades.       Valor de anúncio para negociação avista, em caso de troca consulte o valor R$...       A Giaco Motors está localizada na Av. Josué di Bernardi, 720 - Capoeiras, Florianópolis - SC, 88095-720. Estamos no mercado há mais de cinco anos, conquistando nossos clientes com seriedade e profissionalismo. Trabalhamos com os principais bancos do mercado e aceitamos seu usado na troca. Nossos veículos possuem garantia e procedência. Contatos no 48 31121212, 48 999634488 consultor Davi, 48 999650422 consultor André ou 48 991841865 consultor João Pedro. Venha nos visitar.  ;https://www.webmotors.com.br/comprar/63128269
HYUNDAI HB20S 1.6 COMFORT STYLE 16V FLEX 4P AUTOMÁTICO;HYUNDAI;HB20S;1.6 COMFORT STYLE 16V FLEX 4P AUTOMÁTICO;2018;2019.0;67544.0;Automática;4;Sedã;Prata;69900.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Apoio de Braço, Banco Bipartido, Câmbio Automático, Câmbio Tiptronic, Câmera de Ré, Conexão USB, Controle Som no Volante, Direção assistida, Interface Bluetooth, Isofix, MP3 Player, Parachoque na Cor do Veículo, Vidros Elétricos Dianteiro, Vidros Elétricos Traseiro, Direção Elétrica. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64471946
CHEVROLET ONIX 1.0 TURBO FLEX LTZ AUTOMÁTICO;CHEVROLET;ONIX;1.0 TURBO FLEX LTZ AUTOMÁTICO;2024;2025.0;5801.0;Automática;4;Hatchback;Branco;105990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/63979888
PEUGEOT 2008 1.6 16V FLEX ALLURE 4P AUTOMÁTICO;PEUGEOT;2008;1.6 16V FLEX ALLURE 4P AUTOMÁTICO;2015;2016.0;79000.0;Automática;4;Utilitário esportivo;Prata;57900.0;Florianópolis;GIACOMOTORS;Aceita troca, Licenciado; 2008 Allure 1.6 Flex  Aut. 2015/2016, Bancos em Couro, Teto Solar Panoramico, Central Multimidia, Cambio Automatico, Vidros e Travas Elétricas, Ar-Condicionado, Rodas ARO 17, Licenciamneto 2025 pago.    Valor de anúncio para negociação avista, em caso de troca consulte o valor R$...     A Giaco Motors está localizada na Av. Josué di Bernardi, 720 - Capoeiras, Florianópolis - SC, 88095-720. Estamos no mercado há mais de cinco anos, conquistando nossos clientes com seriedade e profissionalismo. Trabalhamos com os principais bancos do mercado e aceitamos seu usado na troca. Nossos veículos possuem garantia e procedência. Contatos no 48 31121212, 48 999634488 consultor Davi, 48 999650422 consultor André ou 48 991841865 consultor João Pedro. Venha nos visita  ;https://www.webmotors.com.br/comprar/64648707
BMW 320i 2.0 16V TURBO FLEX M SPORT AUTOMÁTICO;BMW;320i;2.0 16V TURBO FLEX M SPORT AUTOMÁTICO;2024;2025.0;22430.0;Automática;4;Sedã;Preto;329000.0;Florianópolis;Nord Sportwagen;Aceita troca, Único dono, IPVA pago;Preto Safira metálico| Interior em Couro Vernasca Preto| Costuras em azul| Bancos elétricos com pacote de memória| Rodas M aro 19”|Teto solar|Pacote exterior M Sport| Grade dianteira, capa dos retrovisores, aerofólio e difusor traseiro em fibra de carbono| Suspensão M Sport| Driving Assistant| Adaptative Cruise Control| Parking Assistant com sensor 360º e câmera de ré| Sistema de som Harman Kardon Surround| PPF e Ceramic Pro Full;https://www.webmotors.com.br/comprar/63726180
PEUGEOT 3008 1.6 GRIFFE PACK THP 16V GASOLINA 4P AUTOMÁTICO;PEUGEOT;3008;1.6 GRIFFE PACK THP 16V GASOLINA 4P AUTOMÁTICO;2019;2020.0;73000.0;Automática;4;Utilitário esportivo;Branco;123900.0;Florianópolis;3C Motors;Aceita troca;Na 3C Motors, qualidade e confiança vêm em primeiro lugar! Todos os nossos veículos passam por um rigoroso processo de avaliação, incluindo revisão completa, vistoria cautelar e preparação estética, garantindo que você receba um carro em perfeitas condições.Com mais de 20 anos no mercado, seguimos os mais altos padrões de qualidade para oferecer a você segurança, transparência e tranquilidade na hora da compra. Agende agora mesmo um... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63800735
PORSCHE 718 4.0 H6 GASOLINA SPYDER PDK;PORSCHE;718;4.0 H6 GASOLINA SPYDER PDK;2023;2023.0;2500.0;Automática;2;Conversível;Azul;1099900.0;Florianópolis;HT IMPORTS;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado, Garantia de fábrica;Configuração única no país, •Azul Gentian Metálico •Capota Vermelha •Rodas Aurum Acetinada •Interior Spyder Clássico •Bancos Sport Plus dezoito vias •Designação do modelo pintada •Porsche Dynamic Light System Plus (PDLS Plus) •Retrovisores externos rebatíveis;https://www.webmotors.com.br/comprar/48555366
CHEVROLET TRACKER 1.2 TURBO FLEX PREMIER AUTOMÁTICO;CHEVROLET;TRACKER;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2024;2025.0;15170.0;Automática;4;Utilitário esportivo;Cinza;138990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Entrada USB, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/63423717
GWM HAVAL H6 GT 1.5 PHEV AWD E-TRACTION;GWM;HAVAL H6 GT;1.5 PHEV AWD E-TRACTION;2023;2024.0;35593.0;Automática;4;Utilitário esportivo;Preto;229890.0;Florianópolis;RB Motors;Aceita troca, Todas as revisões feitas pela concessionária, Garantia de fábrica;GARANTIA DE FÁBRICA até 05/2028 !! Possui TODAS suas REVISÕES EM CONCESISONÁRIA.  Possui seu laudo cautelar APROVADO e conta com MANUAL + CHAVE RESERVA.  O modelo possui painel de instrumentos totalmente digital, central multimídia com tela de 12,3 polegadas, carregador de celular por indução, ar condicionado automático digital, bancos dianteiros com ajuste elétrico, volante multifuncional com ajuste de altura, chave presencial e partida por botão e porta malas com abertura/fechamento elétrico.  VALOR DO VEÍCULO PARA VENDA À VISTA. Se você estiver interessado em obter uma avaliação para o seu seminovo ou simular taxas especiais, nos contate pela plataformas online, WhatsApp (48) 99138-2650, @rbmotors.sc ou visitando uma de suas lojas físicas.  Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.;https://www.webmotors.com.br/comprar/64631413
RENAULT KWID 1.0 12V SCE FLEX OUTSIDER MANUAL;RENAULT;KWID;1.0 12V SCE FLEX OUTSIDER MANUAL;2025;2026.0;909.0;Manual;4;Hatchback;Cinza;72900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64539064
MITSUBISHI ECLIPSE CROSS 1.5 MIVEC TURBO GASOLINA HPE-S S-AWC CVT;MITSUBISHI;ECLIPSE CROSS;1.5 MIVEC TURBO GASOLINA HPE-S S-AWC CVT;2024;2025.0;11360.0;Automática;4;Utilitário esportivo;Vermelho;186900.0;Florianópolis;Dimas Volvo;Aceita troca;;https://www.webmotors.com.br/comprar/64085666
RAM 3500 6.7 I6 TURBO DIESEL LARAMIE NIGHT EDITION CD 4X4  AUTOMÁTICO;RAM;3500;6.7 I6 TURBO DIESEL LARAMIE NIGHT EDITION CD 4X4  AUTOMÁTICO;2022;2022.0;15000.0;Automática;4;Picape;Prata;388000.0;Florianópolis;SCONSULTING MOTORS;Aceita troca, Todas as revisões feitas pela concessionária, IPVA pago;377cv Cab Light original  Ca^mbio AT6 Apple CarPlay 117,3 Kgfm de Torque Multimi´dia 12 + Ca^meras 360 Controle de Balanc¸o do Reboque Volante em Couro c/ Aquecimento Piloto Automa´tico Adaptativo - ACC 6 Air Bags + Cac¸amba com Ca^meras Bancos com Aquecimento & Ventilac¸a~o Monitoramento Pressa~o Pneus do Trailler Conexão Sem Fio para até 2 Smartphones HARMAN KARDON  Sound com 16 Falantes Retrovisores com Desembac¸ador e Tilt Down Sistema de Freio Motor Diesel Exhaust Brake Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia.;https://www.webmotors.com.br/comprar/63852877
MERCEDES-BENZ GLC 250 2.0 CGI GASOLINA SPORT 4MATIC 9G-TRONIC;MERCEDES-BENZ;GLC 250;2.0 CGI GASOLINA SPORT 4MATIC 9G-TRONIC;2018;2019.0;106219.0;Automática;4;Utilitário esportivo;Preto;164990.0;Florianópolis;AUTO DELAS;Aceita troca;"GLC 250 Sport 2019 é um SUV premium que combina desempenho refinado, conforto e tecnologia. Equipado com motor 2.0 turbo de cerca de 211 cv e torque generoso, aliado ao câmbio automático de 9 marchas e tração integral 4MATIC, oferece respostas rápidas, estabilidade e condução segura em diferentes superfícies.    O interior é sofisticado, com bancos em couro, ar-condicionado digital dual zone, central multimídia intuitiva, volante multifuncional e acabamento de alto padrão, garantindo conforto e bem-estar para todos os ocupantes. A posição de dirigir elevada e o espaço interno generoso tornam as viagens e o uso diário ainda mais agradáveis.    Externamente, o GLC 250 Sport apresenta linhas elegantes e modernas, rodas de liga leve de desenho esportivo, faróis em LED e visual robusto, reforçando sua presença imponente nas ruas. Em segurança, conta com controles eletrônicos de estabilidade e tração, múltiplos airbags e assistências que aumentam a confiança ao volante.    Um SUV completo para quem busca luxo, desempenho e versatilidade em um veículo premium.    Mais informações: 48 99939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, tra";https://www.webmotors.com.br/comprar/64683352
VOLKSWAGEN TIGUAN 2.0 TSI 16V TURBO GASOLINA 4P TIPTRONIC;VOLKSWAGEN;TIGUAN;2.0 TSI 16V TURBO GASOLINA 4P TIPTRONIC;2015;2015.0;139000.0;Manual;4;Utilitário esportivo;Branco;70800.0;Florianópolis;BP8 MULTIMARCAS;Aceita troca;  VW - VolksWagen / TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p    2015/2015   Mais infos:   139000 km   Airbag motorista    Airbag passageiro    Alarme    Ar Condicionado Digital    Banco do Motorista com regulagem de altura    Botão Start/Stop    Chave de Presença    Computador de Bordo    Controle de som no volante    Direção Elétrica    Encosto cab. traseiro    Faróis com refletores duplos    Freios ABS    GPS    Kit Multimídia    Limpador Traseiro    Luz condução diurna    Paddle Shift    Parachoque na Cor    Porta copos    Rádio AM/FM    Rádio com Bluetooth    Regulagem de Volante    Retrovisores elétricos    Rodas de liga leve    Teto Solar    Travas Elétricas    Turbo    Vidros elétricos    Volante multifuncional     BP8 Multimarcas  Avenida Governador Ivo Silveira, 2512  Capoeiras, Florianópolis  ;https://www.webmotors.com.br/comprar/64637383
JEEP COMPASS 2.0 16V FLEX LONGITUDE AUTOMÁTICO;JEEP;COMPASS;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2019;2020.0;68000.0;Automática;4;Utilitário esportivo;Prata;102900.0;Florianópolis;IMPERIAL AUTOMOVEIS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Compasse 2.0 Longitude: Único dono chave copia manual carro lindo.Chame um de nossos consultores agora faça sua simulação e agende seu teste drive (48)30947900 Ou (48)999447900. Estamos localizado na Av Josue Di BernardiN 798 _ Campinas São Jose SC. Aberta de segunda a sexta feira das 8:00ás 19:00 e sábado das 8:00 ás 14:00 HS. A loja conta uma equipe qualificada com mais de 23 anos de mercado. Mais opcionais: Abertura Interna do Po... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/59454445
JEEP COMPASS 2.0 16V FLEX LONGITUDE AUTOMÁTICO;JEEP;COMPASS;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021.0;56000.0;Automática;4;Utilitário esportivo;Branco;110900.0;Florianópolis;IMPERIAL AUTOMOVEIS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Compasse 2.0 Longitude: Único dono chave reserva diferencia dessaCompasse com teto, IPVA 2025Pago. Chame um de nossos consultoresagora faça sua simulação e agende seu teste drive(48)999447900. Estamos localizado na Av Josue Di Bernardi N 798 _Campinas São Jose SC. Aberta de segunda a sexta feira das 8:00 ás 19:00 e sábado das 8:00 ás 14:00 HS. A loja conta uma equipe qualificada com mais de 23 anos de mercado. Mais opcionais: Airbag... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64705125
CITROËN C4 CACTUS 1.6 VTI 120 FLEX FEEL EAT6;CITROËN;C4 CACTUS;1.6 VTI 120 FLEX FEEL EAT6;2021;2022.0;91969.0;Automática;4;Utilitário esportivo;Branco;75900.0;Florianópolis;Kia Auto Premier - Florianópolis;Aceita troca, IPVA pago, Licenciado;VEICULO EXPOSTO PARA VENDA NA UNIDADE DA AUTO PREMIER EM BALNEARIO CAMBORIU   MAIORES INFOMAÇOES PODE CHAMAR 47 99721 5022  NEUSA  Outros Opcionais: Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/64218897
AUDI A1 1.4 TFSI ATTRACTION 16V 122CV GASOLINA 4P AUTOMÁTICO;AUDI;A1;1.4 TFSI ATTRACTION 16V 122CV GASOLINA 4P AUTOMÁTICO;2014;2014.0;79600.0;Automática;4;Hatchback;Branco;66900.0;Florianópolis;FOUR MULTIMARCAS;Aceita troca; - ;https://www.webmotors.com.br/comprar/64617899
VOLVO XC60 2.0 T8 HYBRID R-DESIGN AWD GEARTRONIC;VOLVO;XC60;2.0 T8 HYBRID R-DESIGN AWD GEARTRONIC;2019;2019.0;75000.0;Automática;4;Utilitário esportivo;Preto;198000.0;Florianópolis;SCONSULTING MOTORS;Aceita troca, IPVA pago;407Cv Câmbio Geartronic 8 Reconhecimento de Placa de Trânsito Informção de Trânsito em Tempo Real Espelhamento da Tela do Celular Tração Integral 4x4 Full LED Direcionais Alerta de Ponto Cego Keyless Entry + Start/Stop Câmera de Ré + Pdd Shifts HARMAN KARDON Sound 14 Alto Falantes + Subwoofer Monitoramento Pressão Pneus Controle de Cruzeiro Adaptativo Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/61796929
VOLKSWAGEN CROSSFOX 1.6 MI FLEX 8V 4P MANUAL;VOLKSWAGEN;CROSSFOX;1.6 MI FLEX 8V 4P MANUAL;2008;2009.0;150000.0;Manual;4;Hatchback;Prata;38900.0;Florianópolis;MIGUEL AUTOMOVEIS;Aceita troca, IPVA pago, Licenciado;Único na região!!! Veículo COMPLETO e de 2º dono, em impecável estado de conservação, além de quilometragem baixa em relação ao seu ano. Um carro para pessoas exigentes e que sabem realmente o que querem, sendo um hatch com amplo espaço interno. Possui laudo cautelar APROVADO (sem retoques na pintura) chave reserva e 04 pneus novos. Se você procura um carro como o Crossfox com um conjunto mecânico robusto e confiável, este exemplar é um ponto fora da curva.;https://www.webmotors.com.br/comprar/61336677
JEEP RENEGADE 2.0 16V TURBO DIESEL LONGITUDE 4P 4X4 AUTOMÁTICO;JEEP;RENEGADE;2.0 16V TURBO DIESEL LONGITUDE 4P 4X4 AUTOMÁTICO;2019;2020.0;136400.0;Automática;4;Utilitário esportivo;Branco;99900.0;Florianópolis;MATHEUS AUTOMOVEIS;Aceita troca; - ;https://www.webmotors.com.br/comprar/63912919
MITSUBISHI ECLIPSE CROSS 1.5 MIVEC TURBO GASOLINA HPE-S SPORT S-AWC CVT;MITSUBISHI;ECLIPSE CROSS;1.5 MIVEC TURBO GASOLINA HPE-S SPORT S-AWC CVT;2021;2022.0;61815.0;Automática;4;Utilitário esportivo;Cinza;139900.0;Florianópolis;Zilli Veículos;Aceita troca;*Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Airbag Lateral, Airbag Lateral em Modo Cortina, Alerta de Colisão, Alerta de Colisão Frontal, Alerta de Mudança de Faixa, Alerta de Ponto Cego, Apoio de Braço, Ar Condicionado Digital, Ar Condicionado Dual Zone, Assistente de Partida em Rampa, Banco Bipartido, Auto Hold, Bancos Elétricos em... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/62606406
PORSCHE 911 3.0 24V H6 GASOLINA CARRERA 4 GTS PDK;PORSCHE;911;3.0 24V H6 GASOLINA CARRERA 4 GTS PDK;2024;2024.0;5699.0;Automática;2;Cupê;Cinza;1060000.0;Florianópolis;Dimas Volvo;Aceita troca, Único dono; Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/61797251
HONDA CIVIC 2.0 LXR 16V FLEX 4P AUTOMÁTICO;HONDA;CIVIC;2.0 LXR 16V FLEX 4P AUTOMÁTICO;2016;2016.0;142149.0;Automática;4;Sedã;Branco;79900.0;Florianópolis;BRASILCAR;Aceita troca;Estamos no endereço Av. Norberto Becker, 2 Campeche - Florianópolis, SC 88065420 , Fone: (48) 2132-3325 Não perdemos negócio , venha fazer um Test Drive e conhecer nosso estoque ! Aguardamos Sua Visita! (Anúncio sujeito à alteração sem aviso prévio. Reservamos o direito de corrigir eventuais erros de digitação, imagem, opcional, acessórios, orçamentos e simulações);https://www.webmotors.com.br/comprar/64214562
